response_id,family_id,profile_id,detected_intent,detected_category,primary_state,conversation_stage,complexity_signature,conditions_signature,response_text,response_structure_json,source_type,confidence_score,usefulness_score,approved_for_reuse,usage_count,success_count,failure_count,avoid_rules,must_include,supporting_patterns,tags,llm_prompt_version,origin_case_id,notes,is_active,created_at,updated_at
1a4bdd78-d149-4e11-8b7f-89efe90261f1,1c1bd122-e450-4702-bd7e-20c8ebc3cb30,49dfdb1f-6c86-4153-bc80-53568e703a2e,general_support,disfuncion_ejecutiva,executive_dysfunction,focus_clarification,triple_or_high_complexity,[],Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: hacer solo el primer paso.,"{""full_text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: hacer solo el primer paso.""}",human_curated,0.479,0.413,False,17,7,10,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos ruido"", ""menos palabras"", ""anticipación""]","[""disfuncion_ejecutiva"", ""executive_dysfunction"", ""memoria""]",controlled_low_demand_support,50e325cc-45dd-43b8-bc68-2e11144b21a6,dataset sintético-realista para memoria conversacional,True,2026-02-02T08:00:00,2026-05-24T21:00:00
2680b1e0-c086-485b-aa62-0321e4a4d1ee,289b7718-50d5-4656-ba6f-b176285c755f,fd87adf3-7e92-4f78-996e-9ef41b771bd9,routine_request,disfuncion_ejecutiva,executive_dysfunction,focus_clarification,double_exceptionality_or_cooccurrence,[],Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: mostrar visualmente el inicio.,"{""full_text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: mostrar visualmente el inicio.""}",human_curated,0.448,0.835,True,12,9,3,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos ruido""]","[""disfuncion_ejecutiva"", ""executive_dysfunction"", ""memoria""]",controlled_support_generation,b4afca14-9d4a-4fa1-9650-177bb14d975b,dataset sintético-realista para memoria conversacional,True,2026-04-15T08:00:00,2026-05-29T21:00:00
e506bb42-e50d-48db-bab7-3dcd677cdca7,4af5fd77-157f-484a-9fab-fe262b72bd43,00916892-3bb7-4e8e-8cd2-81f4079e5e03,emotional_venting,disfuncion_ejecutiva,executive_dysfunction,focus_clarification,low_or_single,"[""Dispraxia"", ""AACC""]","Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: mostrar visualmente el inicio.","{""full_text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: mostrar visualmente el inicio.""}",llm_fallback,0.829,0.916,False,3,2,1,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos palabras"", ""validación""]","[""disfuncion_ejecutiva"", ""executive_dysfunction"", ""memoria""]",controlled_support_generation,d505f690-438e-4fef-beae-5fe5f8d84782,dataset sintético-realista para memoria conversacional,True,2026-02-17T08:00:00,2026-05-30T21:00:00
ae7cf085-157a-4080-a6ff-e94c3a73e980,742340e8-14b4-4dbe-ab50-50293dc7a133,a7ed81ab-cae3-4459-aa48-d966a93486ba,routine_request,sobrecarga_sensorial,meltdown,closure_continuity,triple_or_high_complexity,[],"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: retirar estímulos innecesarios.","{""full_text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: retirar estímulos innecesarios.""}",llm_fallback,0.68,0.778,True,8,6,2,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos palabras"", ""validación"", ""menos ruido""]","[""sobrecarga_sensorial"", ""meltdown"", ""memoria""]",controlled_crisis_support,1fc1b5ee-7181-42bd-a083-8a321664fd87,dataset sintético-realista para memoria conversacional,True,2026-03-24T08:00:00,2026-05-13T21:00:00
0db7c9d2-cc16-408d-bf32-61752572f814,d691ff58-3270-4370-8017-5091091f2369,9143abc3-6961-4eb8-a76c-0468c6e4a505,routine_request,sobrecarga_sensorial,meltdown,closure_continuity,triple_or_high_complexity,"[""Discalculia""]",No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: dar espacio regulador breve.,"{""full_text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: dar espacio regulador breve.""}",llm_fallback,0.846,0.811,True,4,4,0,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos ruido"", ""menos palabras"", ""validación""]","[""sobrecarga_sensorial"", ""meltdown"", ""memoria""]",controlled_support_generation,4bccb9bd-a8a5-4228-bbc0-847ad55030cc,dataset sintético-realista para memoria conversacional,True,2026-02-04T08:00:00,2026-05-26T21:00:00
d9edbe1e-7e0d-4e72-90b6-5f29e5183401,e567f6a9-5940-4125-9f3e-8b161538d3b4,e710876a-25bc-48d3-a422-f49c281e36aa,routine_request,sobrecarga_sensorial,meltdown,closure_continuity,double_exceptionality_or_cooccurrence,"[""Dispraxia"", ""Tourette"", ""Mutismo selectivo""]","Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: bajar ruido o luz por unos minutos.","{""full_text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: bajar ruido o luz por unos minutos.""}",system,0.845,0.704,True,3,2,1,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""validación"", ""menos ruido"", ""microacciones""]","[""sobrecarga_sensorial"", ""meltdown"", ""memoria""]",controlled_low_demand_support,90aac897-a59b-4ad6-bd33-21420f146c2f,dataset sintético-realista para memoria conversacional,True,2026-02-20T08:00:00,2026-05-16T21:00:00
602a6883-d30f-477d-b399-98b97776c581,7e8fca47-dcbc-4631-b448-a02621f476ad,b36a0db2-305b-488f-8850-6a19061af89c,strategy_feedback,sobrecarga_sensorial,meltdown,closure_continuity,triple_or_high_complexity,"[""TDAH"", ""Dislexia""]",Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: dar espacio regulador breve.,"{""full_text"": ""Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: dar espacio regulador breve.""}",human_curated,0.842,0.91,True,3,1,2,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""validación""]","[""sobrecarga_sensorial"", ""meltdown"", ""memoria""]",controlled_low_demand_support,b5ebe867-ddea-4c67-8663-b5e11a8f9697,dataset sintético-realista para memoria conversacional,True,2026-01-26T08:00:00,2026-05-30T21:00:00
c2a22652-ef14-4fe9-aba8-d1cf1d4e4d8d,af1839cd-c731-46fe-ab8e-37f48fca6fcf,d9f9ee5f-ddb6-496f-b936-d7cd9b78f331,urgent_support,sobrecarga_sensorial,meltdown,closure_continuity,low_or_single,"[""Dispraxia""]",No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: retirar estímulos innecesarios.,"{""full_text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: retirar estímulos innecesarios.""}",human_curated,0.766,0.742,False,5,1,4,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos palabras""]","[""sobrecarga_sensorial"", ""meltdown"", ""memoria""]",controlled_low_demand_support,3a45a89b-18ea-4328-a8c0-212e2908d0b7,dataset sintético-realista para memoria conversacional,True,2026-01-22T08:00:00,2026-05-13T21:00:00
77b147cc-6ab6-4642-9b87-1f1a2732526f,7acdf96d-f0d6-47ef-a652-2296f18b05b7,922468b5-6a8d-4041-9001-775efa08c69d,school_support,sobrecarga_cuidador,parental_fatigue,reception_containment,low_or_single,"[""Trastorno del sueño""]",Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar autoexigencia por hoy.,"{""full_text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: bajar autoexigencia por hoy.""}",llm_fallback,0.727,0.548,False,18,10,8,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""microacciones"", ""menos ruido""]","[""sobrecarga_cuidador"", ""parental_fatigue"", ""memoria""]",controlled_low_demand_support,0182c7d1-91c6-432d-9862-0782ee46d5fc,dataset sintético-realista para memoria conversacional,True,2026-01-24T08:00:00,2026-05-19T21:00:00
eacbac4b-4d64-49dd-a619-5dae70907cc6,6f1d3747-ebd7-42a6-b206-15a99c39f01c,42052755-2ccd-4eb6-ba50-2a98fbe97317,general_support,sobrecarga_cuidador,parental_fatigue,reception_containment,triple_or_high_complexity,"[""Ansiedad"", ""Tourette"", ""TEA""]",No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: hacer una pausa de un minuto.,"{""full_text"": ""No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: hacer una pausa de un minuto.""}",system,0.487,0.823,False,10,6,4,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""anticipación"", ""validación""]","[""sobrecarga_cuidador"", ""parental_fatigue"", ""memoria""]",controlled_low_demand_support,c3a309e5-4cf0-43bb-bed2-63b3cd833253,dataset sintético-realista para memoria conversacional,True,2026-01-28T08:00:00,2026-05-17T21:00:00
16f1696c-a1f4-4ddd-83a0-e26a6a435590,ec8fb1a8-fbee-4f56-b1bb-cb306f91e27d,0d2b705f-4edc-4621-8147-2441d8972f4f,routine_request,sobrecarga_cuidador,parental_fatigue,reception_containment,low_or_single,"[""TOC""]",Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: quedarte con una sola prioridad.,"{""full_text"": ""Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: quedarte con una sola prioridad.""}",system,0.662,0.728,True,13,11,2,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""validación"", ""anticipación"", ""microacciones""]","[""sobrecarga_cuidador"", ""parental_fatigue"", ""memoria""]",controlled_low_demand_support,bac503c1-b535-42d1-9a05-7b00c1539eb0,dataset sintético-realista para memoria conversacional,True,2026-03-09T08:00:00,2026-05-21T21:00:00
0928877b-0ee6-4b7c-bc08-b15ce93c2941,181f1fef-62b2-4008-ab1a-eda0a4a832b0,1735734b-8a0a-4e52-95a6-1dd94705fe4b,general_support,sobrecarga_cuidador,parental_fatigue,reception_containment,low_or_single,[],"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: bajar autoexigencia por hoy.","{""full_text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: bajar autoexigencia por hoy.""}",system,0.516,0.891,False,18,6,12,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""menos palabras"", ""menos ruido""]","[""sobrecarga_cuidador"", ""parental_fatigue"", ""memoria""]",controlled_crisis_support,d0c67f36-9b99-4357-96d9-5e54207e0516,dataset sintético-realista para memoria conversacional,True,2026-02-22T08:00:00,2026-05-22T21:00:00
01efd9bc-8490-493f-8120-c094367f334c,8e2aa368-b3e0-4edd-b5be-89e4779573e4,15ccbd91-0e1e-4e1a-9ca2-1790cf8996ed,school_support,sobrecarga_cuidador,parental_fatigue,reception_containment,triple_or_high_complexity,"[""AACC"", ""Trastorno del sueño""]","Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: hacer una pausa de un minuto.","{""full_text"": ""Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: hacer una pausa de un minuto.""}",human_curated,0.834,0.828,False,16,6,10,"[""culpabilizar"", ""moralizar""]","[""microacción concreta""]","[""validación"", ""menos ruido"", ""microacciones""]","[""sobrecarga_cuidador"", ""parental_fatigue"", ""memoria""]",controlled_support_generation,282d29ad-46ed-4a7e-8644-65d2d3279f64,dataset sintético-realista para memoria conversacional,True,2026-03-21T08:00:00,2026-05-25T21:00:00
