message_id,case_id,family_id,profile_id,session_scope_id,speaker,turn_index,message_text,message_length_chars,detected_category,primary_state,created_at
d9637343-23da-452f-b32d-8ad41a609b1a,64f1d3f6-dc40-4904-af2a-641805094006,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_01,user,11,Creo que lo más difícil con Luna fue el ruido y que ya venía cansado.,69,transicion_rigidez,general_distress,2026-02-04T09:48:00
2f490bc6-e4cf-4eab-a716-fa0cf48eb6a8,64f1d3f6-dc40-4904-af2a-641805094006,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_01,assistant,12,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,transicion_rigidez,general_distress,2026-02-04T09:49:00
6e5502cd-1b16-4f46-903a-3e339685612f,64f1d3f6-dc40-4904-af2a-641805094006,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_01,user,13,Cuando intento explicarle en ese momento se enoja más.,54,transicion_rigidez,general_distress,2026-02-04T09:50:00
343d8581-8ee0-435d-b813-bb7838a5e510,64f1d3f6-dc40-4904-af2a-641805094006,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_01,assistant,14,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,transicion_rigidez,general_distress,2026-02-04T09:51:00
441f9a3b-04fe-4be5-ba9a-abf27bf791ef,64f1d3f6-dc40-4904-af2a-641805094006,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_01,user,15,También noto que Luna se bloquea cuando le doy muchas instrucciones.,68,transicion_rigidez,general_distress,2026-02-04T09:52:00
90e3f50b-2f46-40b7-872e-3b2c4356535c,64f1d3f6-dc40-4904-af2a-641805094006,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_01,assistant,16,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: dar tiempo breve antes de cambiar.,123,transicion_rigidez,general_distress,2026-02-04T09:53:00
2ec1e43b-c648-4f7b-9683-5196ddca77ce,689e2052-27c7-4682-8685-d57e019efcc4,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_02,user,1,"Probamos lo anterior y ayudó un poco, pero no del todo.",55,apoyo_general,general_distress,2026-04-14T17:16:00
0428b8c2-edb1-4e34-b61a-60c7dac05ffe,689e2052-27c7-4682-8685-d57e019efcc4,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_02,assistant,2,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: ajustar una cosa a la vez.",146,apoyo_general,general_distress,2026-04-14T17:17:00
ff3f3cae-476a-4e67-91a1-b40fbb05881f,8008136d-effd-4c7c-ab7c-5416a251463d,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_03,user,1,Tarda horas en dormirse y se despierta varias veces.,52,sueno_regulacion,general_distress,2026-04-19T23:16:00
f909059b-ebac-4e21-89f1-55ce6f09ce7f,8008136d-effd-4c7c-ab7c-5416a251463d,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_03,assistant,2,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: cerrar pantallas antes.,112,sueno_regulacion,general_distress,2026-04-19T23:17:00
683d0b8c-8ef9-4d09-b73f-abd1a5a781d5,e76e8cc1-206f-4eed-bf44-568e4b57002c,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_04,user,1,"Cada vez que hay tarea, Luna se bloquea desde el inicio.",56,disfuncion_ejecutiva,executive_dysfunction,2026-05-19T13:58:00
7aece158-51e4-49f6-b52d-9fd262659f86,e76e8cc1-206f-4eed-bf44-568e4b57002c,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_04,assistant,2,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,disfuncion_ejecutiva,executive_dysfunction,2026-05-19T13:59:00
40daab1a-3c94-4e1e-a184-e9d46c132f10,e76e8cc1-206f-4eed-bf44-568e4b57002c,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_04,user,3,Cuando intento explicarle en ese momento se enoja más.,54,disfuncion_ejecutiva,executive_dysfunction,2026-05-19T14:00:00
a9df0847-4808-4ced-a186-cc3fb84feb9b,e76e8cc1-206f-4eed-bf44-568e4b57002c,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_04,assistant,4,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: mostrar visualmente el inicio.,131,disfuncion_ejecutiva,executive_dysfunction,2026-05-19T14:01:00
6935dd90-2311-47e4-8813-6e3d71fd2780,bea3b512-6653-456d-9dda-c8704d983e49,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_05,user,1,"Probamos lo anterior y ayudó un poco, pero no del todo.",55,apoyo_general,emotional_dysregulation,2026-05-22T15:58:00
491a184f-361d-4bcc-988e-a0ca22ee9d77,bea3b512-6653-456d-9dda-c8704d983e49,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_05,assistant,2,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,apoyo_general,emotional_dysregulation,2026-05-22T15:59:00
db937c6a-fd27-40df-a8a0-9b50222b5f22,bea3b512-6653-456d-9dda-c8704d983e49,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_05,user,3,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",89,apoyo_general,emotional_dysregulation,2026-05-22T16:00:00
726f94a1-f680-40ac-b764-6a5208a56af8,bea3b512-6653-456d-9dda-c8704d983e49,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_05,assistant,4,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: ajustar una cosa a la vez.,122,apoyo_general,emotional_dysregulation,2026-05-22T16:01:00
2c1994e8-99ef-4cdb-abab-c08d55c745fc,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,user,1,"Probamos lo anterior y ayudó un poco, pero no del todo.",55,apoyo_general,executive_dysfunction,2026-05-24T16:58:00
fa8b7949-5714-4f1c-9547-80ea3d5ebb2b,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,assistant,2,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,apoyo_general,executive_dysfunction,2026-05-24T16:59:00
20b4ec11-2891-4110-83f2-cdd2c0c57e5f,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,user,3,También noto que Luna se bloquea cuando le doy muchas instrucciones.,68,apoyo_general,executive_dysfunction,2026-05-24T17:00:00
653d7783-1ad7-4fae-8752-9162d164ab8c,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,assistant,4,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,apoyo_general,executive_dysfunction,2026-05-24T17:01:00
6740ca37-526c-4ccb-b17b-6192153b12cd,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,user,5,Yo también ya estaba muy saturada y siento que eso empeoró todo.,64,apoyo_general,executive_dysfunction,2026-05-24T17:02:00
4b2a761b-0c50-4143-ac4e-5aad2e778ceb,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,assistant,6,Parece que este momento está siendo muy demandante. Hagamos esto simple.,72,apoyo_general,executive_dysfunction,2026-05-24T17:03:00
04e16088-1a94-47e5-a872-c943e4fe5807,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,user,7,Creo que lo más difícil con Luna fue el ruido y que ya venía cansado.,69,apoyo_general,executive_dysfunction,2026-05-24T17:04:00
3a79d6ef-be81-4093-b205-dc6ba8e169e0,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,assistant,8,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,apoyo_general,executive_dysfunction,2026-05-24T17:05:00
aabbfe58-3ce6-495b-a6ce-ecb81e09996c,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,user,9,Yo también ya estaba muy saturada y siento que eso empeoró todo.,64,apoyo_general,executive_dysfunction,2026-05-24T17:06:00
c29d2d92-e404-45b5-9f9e-9fd4c287734f,8a4876dd-d4ae-41ec-8494-cf96345c75e1,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_06,assistant,10,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: anotar lo que sí ayudó.",143,apoyo_general,executive_dysfunction,2026-05-24T17:07:00
e65c90ff-02ec-45b0-89c4-6b9b5f238547,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,user,1,Funcionó un rato nada más.,26,apoyo_general,general_distress,2026-05-29T20:58:00
44c22653-c8eb-4dbd-9104-f1a9d2f49c1c,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,assistant,2,Parece que este momento está siendo muy demandante. Hagamos esto simple.,72,apoyo_general,general_distress,2026-05-29T20:59:00
70397f24-c8c3-4054-a740-66112e908f81,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,user,3,Cuando intento explicarle en ese momento se enoja más.,54,apoyo_general,general_distress,2026-05-29T21:00:00
d84423fd-c33f-4ee2-ad14-3a31c124f967,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,assistant,4,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,apoyo_general,general_distress,2026-05-29T21:01:00
542e679a-d6f5-45d3-9150-cf25721b2aaf,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,user,5,También noto que Luna se bloquea cuando le doy muchas instrucciones.,68,apoyo_general,general_distress,2026-05-29T21:02:00
4b2e12dc-9897-43fd-81c1-4a95e8fc2835,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,assistant,6,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,apoyo_general,general_distress,2026-05-29T21:03:00
675bf229-5500-49b2-a589-4c882c55697a,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,user,7,Creo que lo más difícil con Luna fue el ruido y que ya venía cansado.,69,apoyo_general,general_distress,2026-05-29T21:04:00
1d251181-5ee1-44de-9a21-f97a7c96ac95,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,assistant,8,Parece que este momento está siendo muy demandante. Hagamos esto simple.,72,apoyo_general,general_distress,2026-05-29T21:05:00
62b1b8b4-d13d-47a5-b8a8-e1c475698f49,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,user,9,Yo también ya estaba muy saturada y siento que eso empeoró todo.,64,apoyo_general,general_distress,2026-05-29T21:06:00
d4035cf4-db72-49c4-af05-5c4ce2ba7c0f,66c3f0e0-4fcb-46fc-a45c-401bf59f4325,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_07,assistant,10,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: ajustar una cosa a la vez.,127,apoyo_general,general_distress,2026-05-29T21:07:00
5ad58938-9060-4fe7-8836-c4deec11f456,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,1,"Entiende, pero no logra arrancar cuando hay que trabajar.",57,disfuncion_ejecutiva,general_distress,2026-05-28T21:01:00
088a37d0-243d-46d0-9213-5d94b7453d6d,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,2,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",91,disfuncion_ejecutiva,general_distress,2026-05-28T21:02:00
6044b30d-038d-46a5-afff-a5de665dea86,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,3,Creo que lo más difícil con Luna fue el ruido y que ya venía cansado.,69,disfuncion_ejecutiva,general_distress,2026-05-28T21:03:00
3be09904-0456-4399-852b-3183290936df,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,4,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",91,disfuncion_ejecutiva,general_distress,2026-05-28T21:04:00
b0457261-9394-4d9c-8072-8e638e095b69,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,5,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",89,disfuncion_ejecutiva,general_distress,2026-05-28T21:05:00
345e021f-524f-486d-9969-9a71d62826af,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,6,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,disfuncion_ejecutiva,general_distress,2026-05-28T21:06:00
90623ba9-ed58-410e-b53e-bbe6e9b7cc03,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,7,Lo intenté antes y funcionó solo un rato.,41,disfuncion_ejecutiva,general_distress,2026-05-28T21:07:00
3d1a5b52-23f2-4a94-99cd-80ebecc49ad4,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,8,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,disfuncion_ejecutiva,general_distress,2026-05-28T21:08:00
4099b829-7203-4636-8e9c-f340a18ac9c7,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,9,También noto que Luna se bloquea cuando le doy muchas instrucciones.,68,disfuncion_ejecutiva,general_distress,2026-05-28T21:09:00
e072885e-af8f-4e18-8961-bc58db557285,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,10,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",91,disfuncion_ejecutiva,general_distress,2026-05-28T21:10:00
37ba19a7-488c-46b7-aa5d-80987c764ac4,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,11,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",89,disfuncion_ejecutiva,general_distress,2026-05-28T21:11:00
95bf345b-cdc7-4bc4-8016-1d22dc794e98,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,12,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,disfuncion_ejecutiva,general_distress,2026-05-28T21:12:00
03ee77e1-2f87-43cf-8a29-32f53c76beec,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,user,13,También noto que Luna se bloquea cuando le doy muchas instrucciones.,68,disfuncion_ejecutiva,general_distress,2026-05-28T21:13:00
9268aad4-6650-433c-9641-7ef74f5658aa,4ce8cb0a-9655-455b-aa2f-cd627f93e3ee,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_08,assistant,14,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: mostrar visualmente el inicio.,126,disfuncion_ejecutiva,general_distress,2026-05-28T21:14:00
92b39bd0-20d3-4245-9180-b3af5a65f307,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,1,Las transiciones son lo más difícil con Luna.,45,transicion_rigidez,sensory_overload,2026-05-27T21:01:00
ee13cdd3-fb0c-4cd7-badb-c80f96a408de,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,2,Estoy contigo. Vamos a ir por una sola acción posible ahora.,60,transicion_rigidez,sensory_overload,2026-05-27T21:02:00
14b6c051-debb-4410-bfd8-fec9b8022a33,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,3,Lo intenté antes y funcionó solo un rato.,41,transicion_rigidez,sensory_overload,2026-05-27T21:03:00
fe8d5033-a282-46f8-8a1b-69c8dfc47625,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,4,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,transicion_rigidez,sensory_overload,2026-05-27T21:04:00
7eedbb17-8408-4942-b6b8-b067a23468a5,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,5,Creo que lo más difícil con Luna fue el ruido y que ya venía cansado.,69,transicion_rigidez,sensory_overload,2026-05-27T21:05:00
7b5d1915-a0bb-443c-ae2d-964f132e52f4,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,6,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,transicion_rigidez,sensory_overload,2026-05-27T21:06:00
cbf29eab-475a-4f9e-b0b8-9bbec8bfc46f,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,7,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",89,transicion_rigidez,sensory_overload,2026-05-27T21:07:00
3924e32f-c860-44ef-8b35-ae469dc8ffcb,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,8,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,67,transicion_rigidez,sensory_overload,2026-05-27T21:08:00
c5b22979-d9fd-400c-9322-fa79f03cc52f,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,9,Creo que lo más difícil con Luna fue el ruido y que ya venía cansado.,69,transicion_rigidez,sensory_overload,2026-05-27T21:09:00
825de16d-0326-48c2-8b4a-985f05e191d6,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,10,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",91,transicion_rigidez,sensory_overload,2026-05-27T21:10:00
637e1f0c-a823-4563-b7da-62f298a9062a,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,11,Cuando intento explicarle en ese momento se enoja más.,54,transicion_rigidez,sensory_overload,2026-05-27T21:11:00
3b813f26-ad23-4cad-9a42-56116940a123,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,12,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",91,transicion_rigidez,sensory_overload,2026-05-27T21:12:00
9a405e11-c085-40c9-845c-763c804ebd7d,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,user,13,Lo intenté antes y funcionó solo un rato.,41,transicion_rigidez,sensory_overload,2026-05-27T21:13:00
967947b9-d7f3-4c78-93b0-ff3daee61d9d,4e64e8a4-3b43-4c85-82ad-b5def7e7d44a,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_09,assistant,14,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: mostrar qué sigue.,114,transicion_rigidez,sensory_overload,2026-05-27T21:14:00
0177acb3-1896-4deb-9da3-20db004c2f82,ef2b4aae-1efd-491a-9518-b7f5b2658b07,02402def-d911-468c-88fa-4a691bbb79d6,144b8108-f23c-4bf5-aab9-27382ba12462,session_02402def_10,user,1,Estoy saturada y ya no sé cómo sostener esto.,45,sobrecarga_cuidador,parental_fatigue,2026-05-29T23:01:00
