session_id,user_role,message,detected_category,emotional_state,profile_id,family_id,created_at
session_02402def_08,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",disfuncion_ejecutiva,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-28T21:11:00
session_02402def_08,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,disfuncion_ejecutiva,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-28T21:12:00
session_02402def_08,user,También noto que Valeria Emmanuel se bloquea cuando le doy muchas instrucciones.,disfuncion_ejecutiva,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-28T21:13:00
session_02402def_08,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: mostrar visualmente el inicio.,disfuncion_ejecutiva,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-28T21:14:00
session_02402def_09,user,Las transiciones son lo más difícil con Valeria Emmanuel.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:01:00
session_02402def_09,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:02:00
session_02402def_09,user,Lo intenté antes y funcionó solo un rato.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:03:00
session_02402def_09,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:04:00
session_02402def_09,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:05:00
session_02402def_09,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:06:00
session_02402def_09,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:07:00
session_02402def_09,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:08:00
session_02402def_09,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:09:00
session_02402def_09,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:10:00
session_02402def_09,user,Cuando intento explicarle en ese momento se enoja más.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:11:00
session_02402def_09,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:12:00
session_02402def_09,user,Lo intenté antes y funcionó solo un rato.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:13:00
session_02402def_09,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más. Una microacción posible es: mostrar qué sigue.,transicion_rigidez,sensory_overload,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-27T21:14:00
session_02402def_10,user,Estoy saturada y ya no sé cómo sostener esto.,sobrecarga_cuidador,parental_fatigue,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-29T23:01:00
session_02402def_10,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,sobrecarga_cuidador,parental_fatigue,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-29T23:02:00
session_02402def_10,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,sobrecarga_cuidador,parental_fatigue,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-29T23:03:00
session_02402def_10,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: quedarte con una sola prioridad.",sobrecarga_cuidador,parental_fatigue,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-29T23:04:00
session_02402def_11,user,Funcionó un rato nada más.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:01:00
session_02402def_11,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:02:00
session_02402def_11,user,Cuando intento explicarle en ese momento se enoja más.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:03:00
session_02402def_11,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:04:00
session_02402def_11,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:05:00
session_02402def_11,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:06:00
session_02402def_11,user,También noto que Valeria Emmanuel se bloquea cuando le doy muchas instrucciones.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:07:00
session_02402def_11,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:08:00
session_02402def_11,user,También noto que Valeria Emmanuel se bloquea cuando le doy muchas instrucciones.,apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:09:00
session_02402def_11,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción. Una microacción posible es: ajustar una cosa a la vez.",apoyo_general,emotional_dysregulation,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-26T21:10:00
session_02402def_12,user,Estoy agotada. Valeria Emmanuel explotó otra vez por algo pequeño.,crisis_activa,meltdown,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-29T08:42:00
session_02402def_12,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple. Una microacción posible es: priorizar seguridad y pausar preguntas.,crisis_activa,meltdown,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-29T08:43:00
session_02402def_13,user,Valeria Emmanuel está batallando muchísimo para dormir.,sueno_regulacion,sleep_disruption,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-30T13:42:00
session_02402def_13,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,sueno_regulacion,sleep_disruption,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-30T13:43:00
session_02402def_13,user,Yo también ya estaba muy saturada y siento que eso empeoró todo.,sueno_regulacion,sleep_disruption,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-30T13:44:00
session_02402def_13,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: cerrar pantallas antes.,sueno_regulacion,sleep_disruption,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-30T13:45:00
session_02402def_14,user,"Probamos lo anterior y ayudó un poco, pero no del todo.",apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:42:00
session_02402def_14,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:43:00
session_02402def_14,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:44:00
session_02402def_14,assistant,Parece que este momento está siendo muy demandante. Hagamos esto simple.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:45:00
session_02402def_14,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:46:00
session_02402def_14,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:47:00
session_02402def_14,user,Cuando intento explicarle en ese momento se enoja más.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:48:00
session_02402def_14,assistant,"Antes de seguir, dime qué se ve más intenso ahora mismo: ruido, cansancio, tarea o emoción.",apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:49:00
session_02402def_14,user,Lo intenté antes y funcionó solo un rato.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:50:00
session_02402def_14,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:51:00
session_02402def_14,user,"En la escuela dicen que no participa, pero en casa veo que sí quiere y no puede arrancar.",apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:52:00
session_02402def_14,assistant,No necesitas resolverlo todo de golpe. Veamos qué está pesando más.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:53:00
session_02402def_14,user,Creo que lo más difícil con Valeria Emmanuel fue el ruido y que ya venía cansado.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:54:00
session_02402def_14,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:55:00
session_02402def_14,user,Cuando intento explicarle en ese momento se enoja más.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:56:00
session_02402def_14,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora. Una microacción posible es: anotar lo que sí ayudó.,apoyo_general,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-31T17:57:00
session_02402def_15,user,"Entiende, pero no logra arrancar cuando hay que trabajar.",disfuncion_ejecutiva,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-30T21:01:00
session_02402def_15,assistant,Estoy contigo. Vamos a ir por una sola acción posible ahora.,disfuncion_ejecutiva,general_distress,144b8108-f23c-4bf5-aab9-27382ba12462,02402def-d911-468c-88fa-4a691bbb79d6,2026-05-30T21:02:00
